classement scratch;dossard;nom prenom;club;sexe;categorie;pays;classement par categorie;classement par sexe;temps;nb de point;
448;3695;CHAVES LÉONORE;;F;Elite;FRA;75;122;04:54:46;0;
449;3013;PEILLEX LAETITIA;BASTIAN COACHING;F;Elite;FRA;76;123;04:55:06;0;
450;3120;PERGAUD SEBASTIEN;DSA BAUME;H;Senior 2;FRA;41;327;04:55:14;0;
451;3585;BOUVIER NICOLAS;;H;Elite;FRA;189;328;04:55:49;0;
452;3310;CORTHAY KIERAN;;H;Elite;SUI;190;329;04:55:50;0;
453;3382;ENZ DENIS;;H;Senior 2;SUI;42;330;04:56:01;0;
454;3540;ESTEBARANZ SANTIAGO;;H;Senior 2;ESP;43;331;04:56:02;0;
455;3581;TERRETTAZ OLIVIER;;H;Senior 1;SUI;80;332;04:56:21;0;
456;3609;BOILLOT LAURENT;TRAIL DU CIRQUE DU FER À CHEVAL;H;Senior 2;FRA;44;333;04:56:24;0;
457;3608;BOILLOT JULIETTE;;F;Elite;FRA;77;124;04:56:24;0;
458;3298;GILLET FABRICE;EGRT;H;Senior 1;BEL;81;334;04:56:44;0;
459;3496;GRETRY FRÉDÉRIC;JCPMF VISE;H;Senior 1;BEL;82;335;04:56:46;0;
460;3069;MACCHI CHRISTOPHE;;H;Senior 2;SUI;45;336;04:57:00;0;
461;3084;DIETRICH ERIC;;H;Senior 2;SUI;46;337;04:57:06;0;
462;3434;BRÖNNIMANN FRÉDÉRIC;;H;Senior 2;SUI;47;338;04:57:11;0;
463;3207;MARIETTA ROMAIN;;H;Senior 1;SUI;83;339;04:57:55;0;
